Date,Open,High,Low,Close,Volume,Status
2020-01-02,75.39,75.82,74.88,75.79,1754513,ok
2020-01-03,74.66,76.22,74.66,75.82,1411086,ok
2020-01-06,75.45,76.27,75.44,76.24,1617912,ok
2020-01-07,76.25,76.83,76.05,76.43,1412969,ok
2020-01-08,76.63,77.69,76.63,77.21,1967470,ok
2020-01-09,77.52,78.45,77.52,78.19,2504246,ok
2020-01-10,78.41,78.77,78.0018,78.26,2948625,ok
2020-01-13,78.52,79.96,78.41,79.93,3173044,ok
2020-01-14,77.93,79.61,77.02,79.06,2863768,ok
2020-01-15,79.0,79.7,78.48,79.35,2010043,ok
2020-01-16,80.04,80.08,77.65,78.08,4979524,ok
2020-01-17,78.38,79.37,78.23,79.27,4436664,ok
2020-01-21,79.27,80.41,78.32,80.14,2626733,ok
2020-01-22,80.24,81.28,80.2,80.69,1467963,ok
2020-01-23,80.14,80.73,79.82,80.59,2151573,ok
2020-01-24,80.87,80.98,79.73,79.89,2283883,ok
2020-01-27,78.57,79.87,78.26,79.37,2671647,ok
2020-01-28,79.65,80.33,79.45,80.05,1740104,ok
2020-01-29,80.36,80.4,79.63,79.79,2461731,ok
2020-01-30,79.3,80.06,78.86,79.95,2967374,ok
2020-01-31,79.28,79.98,78.65,78.86,2333244,ok
2020-02-03,79.15,80.49,78.89,79.66,2113502,ok
2020-02-04,80.32,81.03,80.06,80.79,2029580,ok
2020-02-05,81.27,81.28,79.9,80.36,1596229,ok
2020-02-06,80.82,81.09,80.615,80.85,983737,ok
2020-02-07,80.88,80.97,80.26,80.42,1491554,ok
2020-02-10,80.15,81.39,80.15,81.1,1415002,ok
2020-02-11,81.4,81.63,80.42,80.62,1642191,ok
2020-02-12,80.74,80.95,80.21,80.52,1773928,ok
2020-02-13,80.2,81.07,80.0,80.27,1657465,ok
2020-02-14,80.32,80.97,80.32,80.76,1169584,ok
2020-02-18,80.7,80.73,80.12,80.29,2184498,ok
2020-02-19,80.4,81.65,80.27,81.11,2054572,ok
2020-02-20,80.93,81.485,79.95,80.44,2097681,ok
2020-02-21,80.13,80.5,78.902,79.06,1845329,ok
