Date,Open,High,Low,Close,Volume,Status
2020-01-02,163.92,167.07,163.58,166.99,5094557,ok
2020-01-03,165.06,166.77,165.0,166.17,3205583,ok
2020-01-06,165.0,173.67,164.45,173.45,8843581,ok
2020-01-07,173.23,176.87,172.09,176.0,8310525,ok
2020-01-08,175.23,178.85,174.75,177.33,7226234,ok
2020-01-09,178.84,179.9,177.29,179.6,5954966,ok
2020-01-10,179.84,180.68,178.69,180.2,5112302,ok
2020-01-13,181.26,184.45,181.13,183.85,6205333,ok
2020-01-14,183.5,183.85,182.04,182.12,4347509,ok
2020-01-15,181.68,183.085,180.615,181.06,3886843,ok
2020-01-16,182.23,183.11,180.96,182.69,3485298,ok
2020-01-17,183.23,183.34,181.36,182.23,4577245,ok
2020-01-21,181.51,186.0,181.5,185.27,6302448,ok
2020-01-22,185.39,186.44,182.69,182.75,4781769,ok
2020-01-23,183.21,184.3,181.3,183.98,4369337,ok
2020-01-24,185.0,186.13,181.13,182.11,4653931,ok
2020-01-27,178.77,181.73,177.3,180.71,4239357,ok
2020-01-28,181.14,183.855,180.3503,182.85,3445530,ok
2020-01-29,184.0,184.1,181.62,181.77,2789482,ok
2020-01-30,180.9,185.94,180.54,185.67,3716140,ok
2020-01-31,184.86,186.03,180.79,182.31,4193259,ok
2020-02-03,183.26,185.874,181.85,185.42,4755709,ok
2020-02-04,188.0,189.69,186.65,188.34,3983248,ok
2020-02-05,190.4,190.55,182.86,185.49,6162711,ok
2020-02-06,186.83,187.56,184.24,186.73,4102926,ok
2020-02-07,186.85,188.65,185.65,185.72,3713079,ok
2020-02-10,186.17,189.27,185.5618,189.12,3873498,ok
2020-02-11,191.48,192.6,188.65,189.11,4299231,ok
2020-02-12,189.71,190.52,186.77,189.46,4535367,ok
2020-02-13,188.5,191.05,188.42,188.64,3132057,ok
2020-02-14,189.35,190.25,188.1,189.95,3599445,ok
2020-02-18,190.95,191.5,188.92,191.09,4957450,ok
2020-02-19,192.0,193.92,191.8,192.87,3903153,ok
2020-02-20,194.0,195.72,189.77,193.36,5451154,ok
2020-02-21,191.84,192.04,186.72,189.5,5244259,ok
2020-02-24,178.79,187.15,178.79,185.94,8463256,ok
2020-02-25,188.47,189.98,179.43,181.27,11361116,ok
2020-02-26,176.54,182.665,174.25,178.87,13926478,ok
2020-02-27,172.21,178.33,170.05,172.15,9927314,ok
2020-02-28,164.99,171.77,163.12,170.4,12643588,ok
2020-03-02,172.2,176.79,168.59,176.76,7761040,ok
2020-03-03,178.41,178.42,167.09,169.37,8323455,ok
2020-03-04,172.25,175.81,169.63,175.69,5846719,ok
2020-03-05,172.57,173.75,168.1,169.6,5797479,ok
2020-03-06,165.67,167.57,158.54,164.08,9757735,ok
2020-03-09,151.7,157.71,150.64,151.21,9657064,ok
2020-03-10,157.23,161.47,151.0,161.34,11443931,ok
2020-03-11,157.68,159.62,150.15,154.57,10345325,ok
2020-03-12,144.34,151.23,140.1,140.59,13212955,ok
2020-03-13,149.47,149.5,135.32,147.78,13765419,ok
2020-03-16,134.01,141.55,123.39,124.3,13845254,ok
2020-03-17,127.0,138.01,122.92,135.42,12191538,ok
2020-03-18,125.54,133.42,115.29,132.24,12988155,ok
2020-03-19,131.59,144.0,128.86,139.46,10444038,ok
2020-03-20,140.42,146.2,134.6,139.35,12450120,ok
2020-03-23,138.76,143.72,134.0921,140.52,11898309,ok
2020-03-24,144.63,154.14,143.176,153.64,11834350,ok
2020-03-25,152.67,158.02,146.96,147.06,10639268,ok
2020-03-26,148.3,155.08,147.73,154.73,8578887,ok
2020-03-27,150.63,151.45,144.91,146.0,8273549,ok
2020-03-30,147.72,153.0,146.56,149.85,7650429,ok
2020-03-31,149.03,151.95,142.78,143.98,10431475,ok
2020-04-01,138.32,139.06,133.1,134.06,8737615,ok
2020-04-02,134.01,135.39,130.0362,134.32,8150532,ok
2020-04-03,134.45,136.19,131.6608,134.31,6004409,ok
2020-04-06,139.0,149.85,138.3,147.55,12296766,ok
2020-04-07,150.33,150.8,144.51,145.07,7859451,ok
2020-04-08,146.3,152.16,145.0,151.12,7665521,ok
2020-04-09,152.39,156.1,151.68,154.55,7094576,ok
2020-04-13,154.12,155.3147,149.995,152.5,5138591,ok
2020-04-14,155.71,158.79,155.15,157.71,7334310,ok
2020-04-15,155.08,157.2728,154.0,155.63,4042624,ok
2020-04-16,157.0,158.0,154.25,157.06,4391510,ok
2020-04-17,160.0,163.26,157.63,162.62,7312872,ok
2020-04-20,160.75,164.31,160.52,162.76,4685993,ok
2020-04-21,160.0,160.09,148.0,150.56,13737882,ok
2020-04-22,154.0,155.7,150.6742,154.14,6665468,ok
2020-04-23,153.5,156.4696,151.5,151.72,6281430,ok
2020-04-24,153.59,154.5,151.3,153.98,6712013,ok
2020-04-27,155.54,158.44,154.2,157.63,5036448,ok
2020-04-28,159.5,160.81,154.18,154.46,4731803,ok
2020-04-29,157.88,161.89,156.52,160.43,5256730,ok
2020-04-30,161.63,165.3,160.01,161.95,6830654,ok
2020-05-01,158.49,160.17,155.26,156.37,4277134,ok
2020-05-04,155.58,162.02,155.08,161.47,5974158,ok
2020-05-05,162.53,164.14,160.25,163.25,5264761,ok
2020-05-06,164.44,165.71,162.9229,163.67,4112567,ok
2020-05-07,166.5,171.27,166.02,169.9,6461957,ok
2020-05-08,172.95,176.08,171.15,175.9,5405882,ok
2020-05-11,175.56,183.3,174.16,182.67,8695960,ok
2020-05-12,183.0,183.02,177.01,177.54,5904630,ok
2020-05-13,175.17,175.21,166.2691,169.64,12534949,ok
2020-05-14,168.44,168.57,164.57,167.0,7442262,ok
2020-05-15,167.27,171.72,166.18,171.33,5673821,ok
2020-05-18,174.0,177.0,172.13,172.5,6399484,ok
2020-05-19,172.75,178.2,172.75,176.04,5264042,ok
2020-05-20,178.57,179.14,174.9,176.93,4951152,ok
2020-05-21,176.93,178.292,174.93,175.26,4429652,ok
2020-05-22,176.6,178.64,175.45,177.85,4965119,ok
2020-05-26,182.0,182.0,176.22,176.52,8353577,ok
2020-05-27,176.29,176.61,171.37,176.6,6340206,ok
2020-05-28,180.0,184.8,177.1,181.1,10363612,ok
2020-05-29,174.3,175.0,170.69,174.79,19645389,ok
2020-06-01,173.1,177.52,172.68,176.36,5719312,ok
2020-06-02,174.85,174.895,171.22,174.23,8571769,ok
2020-06-03,174.83,175.93,172.841,174.99,6004048,ok
2020-06-04,175.0,175.43,170.0,171.44,7301551,ok
2020-06-05,170.11,174.185,167.0,173.88,8232167,ok
2020-06-08,173.63,176.57,172.66,176.55,4592583,ok
2020-06-09,176.0,176.0,173.53,174.56,4025596,ok
2020-06-10,176.25,182.5,176.05,182.1,8127243,ok
2020-06-11,176.64,178.43,172.0,172.05,6521167,ok
2020-06-12,175.9,177.69,171.86,175.11,5443819,ok
2020-06-15,172.0,178.9,171.27,178.61,6001846,ok
2020-06-16,180.01,182.5,178.01,180.48,5825189,ok
2020-06-17,180.97,182.745,180.68,181.4,5038626,ok
2020-06-18,181.91,189.0,181.615,187.66,8677753,ok
2020-06-19,189.5,191.25,185.49,186.95,11840966,ok
2020-06-22,187.03,192.5,187.0,191.65,6252237,ok
2020-06-23,192.0,194.09,188.59,189.06,6950841,ok
2020-06-24,187.51,189.3,184.04,185.55,4903134,ok
2020-06-25,186.14,188.7661,184.44,188.34,4022421,ok
2020-06-26,188.0,188.22,183.02,183.17,7595666,ok
2020-06-29,183.32,183.7099,180.0,183.33,3972149,ok
2020-06-30,183.45,187.89,183.13,187.33,4478900,ok
2020-07-01,188.1,192.82,187.46,191.89,4754613,ok
2020-07-02,193.16,195.39,192.29,192.53,4200292,ok
2020-07-06,194.44,199.45,193.84,197.72,5794241,ok
2020-07-07,197.66,200.22,196.21,196.38,5431497,ok
2020-07-08,198.0,201.2,197.35,200.28,4233731,ok
2020-07-09,202.02,202.82,195.64,200.74,6062761,ok
2020-07-10,200.06,200.725,197.0834,198.88,3783209,ok
2020-07-13,200.0,200.26,188.03,188.34,5555350,ok
2020-07-14,185.99,189.96,183.3,189.56,5854719,ok
2020-07-15,191.03,192.1,186.75,188.09,7681765,ok
2020-07-16,186.42,186.8584,181.93,185.51,7350001,ok
2020-07-17,187.14,188.4,183.36,187.78,4325977,ok
2020-07-20,187.9,195.31,187.27,195.09,5728974,ok
2020-07-21,196.0,196.5,189.48,190.8,5377815,ok
2020-07-22,190.78,191.87,188.87,191.31,2833242,ok
2020-07-23,191.48,194.57,187.51,188.54,3639519,ok
2020-07-24,186.06,188.94,184.375,188.49,3908386,ok
2020-07-27,189.9,191.56,188.65,190.96,3015701,ok
2020-07-28,191.0,192.97,189.05,189.5,3114398,ok
2020-07-29,190.15,194.555,189.75,193.61,3747754,ok
2020-07-30,190.09,191.92,187.37,191.7,3587429,ok
2020-07-31,193.0,194.99,190.6696,194.85,3734611,ok
2020-08-03,197.8,204.79,196.57,203.19,6561007,ok
2020-08-04,203.0,203.39,198.9,201.41,4438519,ok
2020-08-05,202.8,203.9,201.58,202.64,3615762,ok
2020-08-06,202.97,209.95,202.4,207.79,5113305,ok
2020-08-07,206.62,206.94,198.58,201.05,5423414,ok
2020-08-10,200.4,201.48,195.72,197.16,5528192,ok
2020-08-11,193.62,195.84,191.72,191.99,5015367,ok
2020-08-12,193.0,195.418,192.12,192.62,3982152,ok
2020-08-13,193.32,198.07,193.23,195.14,4711598,ok
2020-08-14,195.22,195.48,192.52,193.46,2833235,ok
2020-08-17,195.34,197.07,194.416,196.74,3574549,ok
2020-08-18,199.33,204.8,199.0,204.01,7284820,ok
2020-08-19,204.0,207.1,200.03,205.11,7080746,ok
2020-08-20,203.85,210.11,203.51,209.51,5175146,ok
2020-08-21,209.94,210.0,206.25,207.53,5727827,ok
2020-08-24,208.88,209.29,205.15,208.46,5698981,ok
2020-08-25,213.22,218.35,210.8,216.05,27096458,ok
2020-08-26,251.96,277.97,249.47,272.32,63253354,ok
2020-08-27,267.0,278.28,260.84,276.32,22817093,ok
2020-08-28,271.28,275.75,267.4,271.1,28067962,ok
2020-08-31,270.0,274.71,265.91,272.65,16010104,ok
2020-09-01,271.0,281.93,270.58,281.25,13303236,ok
2020-09-02,283.47,284.5,268.57,276.69,12963777,ok
2020-09-03,270.58,271.75,257.41,265.01,14000573,ok
2020-09-04,262.98,265.67,243.2,254.7,14374293,ok
2020-09-08,240.565,253.675,240.1401,241.27,15229594,ok
2020-09-09,246.4,253.45,242.96,250.43,9988571,ok
2020-09-10,254.81,256.5071,246.97,247.8,5944965,ok
2020-09-11,250.72,251.3,239.45,243.1,5455231,ok
2020-09-14,246.31,248.87,244.04,246.64,4255201,ok
2020-09-15,251.37,251.94,248.5101,251.68,4133574,ok
2020-09-16,254.67,255.43,250.23,250.6,5443037,ok
2020-09-17,246.12,248.815,241.31,244.53,5279535,ok
2020-09-18,245.13,248.11,238.7101,242.78,6595560,ok
2020-09-21,238.97,245.13,236.8,245.05,5561603,ok
2020-09-22,246.74,248.57,241.26,247.78,3600779,ok
2020-09-23,248.485,248.77,235.35,235.99,7507921,ok
2020-09-24,235.84,239.9574,233.63,237.55,4166772,ok
2020-09-25,237.39,243.945,235.05,242.74,5117842,ok
2020-09-28,247.56,248.58,242.21,246.67,4088330,ok
2020-09-29,245.26,247.8965,244.5,247.45,4009932,ok
2020-09-30,246.65,255.4068,246.221,251.32,8188533,ok
2020-10-01,253.18,254.67,250.81,253.45,4318011,ok
2020-10-02,249.75,254.95,247.21,247.85,4494464,ok
2020-10-05,250.0,253.28,249.0,251.53,3403534,ok
2020-10-06,252.73,257.29,249.0,250.14,4448122,ok
